logger_ID,annual_temperature,may_temperature,october_temperature,elevation,slope,tpi,twi,vrm,snow,carbon,pH,soildepth
1,4.376113097,3.388906916,4.494511843,2242.488281,29.09448814,0.018440394,6.124093056,0.003519391,619,8.242023468,4.760399818,9.066222191
12,2.110777219,0.884054768,1.170790046,2933.595215,23.63552856,0.448241115,5.267622948,0.008324823,691,0.990552247,5.554399967,3.070666552
19,3.189097484,0.617326884,3.025149782,2849.633545,30.37371254,-0.097295284,7.046848774,9.58e-4,725,1.445793271,5.418600082,4.528666496
22,2.174304128,0.748256446,1.41663746,2856.129395,31.23936272,-0.41000253,7.313250065,0.007634538,713,2.136648655,5.161200047,5.173999786
25,4.300999165,3.576574251,3.553294738,2251.163086,19.58714867,0.064241052,6.845297337,7.13e-4,626,11.95338821,4.709799767,5.091111183
37,1.490098615,0.894929532,1.435570319,2973.973633,33.14792252,-0.094961658,4.910121441,4.06e-4,712,1.289535522,5.211200237,2.639555454
39,2.504301508,1.712438217,1.86434871,2796.604004,26.16972351,0.223519966,10.21534157,0.00301286,696,2.12866044,5.958000183,3.975111008
49,1.536436617,1.350399919,1.170518085,2866.416016,26.74934769,0.469439745,3.375314713,0.014746209,705,1.303667426,6.207799911,5.16311121
52,2.488361875,1.493203096,1.795617978,2945.124268,34.07694626,0.478457868,5.307746887,0.004111698,717,2.884813309,5.054599762,12.11511135
55,1.621232102,0.266038666,1.446642697,3113.544678,28.43772507,-0.039903309,4.187457561,0.005000705,707,1.159525394,5.379399776,3.10133338
63,2.642673095,0.760674069,1.763886333,3022.367188,34.30511856,-0.212466121,6.641667843,0.001501319,748,0.972611308,5.418399811,3.814666748
67,1.425299048,1.213539999,1.483999948,2996.844238,34.08939362,0.163886964,5.039892197,8.31e-4,670,2.813676357,5.230000019,4.320444584
75,1.709715108,2.12153149,1.43264251,2986.242188,31.01621437,0.07047309,4.046620369,0.001241401,613,1.713554025,5.294000149,3.510666609
76,2.375234445,3.153250893,2.033150037,2922.467773,36.59260178,0.135941833,3.62251091,0.001032419,591,1.196418762,5.999599934,5.182666779
93,0.984606445,0.816932807,0.809083949,3063.727051,25.29952431,0.415472001,4.67721796,0.004610064,727,0.654306114,5.238999844,1.303555608
94,2.202631791,0.477086381,1.632995208,3031.540039,27.6983242,-0.310472727,3.808329344,0.002496291,736,1.039901733,5.490799904,4.186444283
109,5.025902907,4.662467281,4.302986463,2234.69043,19.7561264,0.044274449,6.327940941,1.45e-4,599,12.21952724,4.642000198,4.104222298
117,2.354784211,2.52009289,2.350834846,2921.400879,35.84257889,0.217508674,3.725008965,0.002787587,666,1.699429989,5.100399971,7.833555698
144,4.690267722,5.94137462,5.397527138,2244.956299,29.40439034,-0.313390493,4.722736835,0.013048203,574,18.71423531,4.917399883,9.726222038
154,1.771941841,0.869224407,1.186564699,2817.309814,32.4558754,0.570405483,2.052263737,0.057680454,702,2.194056511,5.362800121,7.210888863
157,2.10712409,1.034026255,1.349459002,2871.579346,43.59075165,0.173439309,2.354614019,0.016262572,598,3.452833414,5.776000023,7.151333332
160,5.248496532,5.981153011,5.903174082,2267.574707,36.27056503,0.096626639,5.232707977,0.006062402,562,15.67522144,4.595399857,12.18266678
166,2.214311759,0.656097663,2.214267254,3097.927734,69.18675232,1.283581853,0.761266828,0.043337665,33,5.126453876,5.196800232,4.667778015
167,2.382326841,1.159712911,1.000362099,2684.856689,55.69290924,-1.790536046,4.893701077,0.044026025,706,1.547290802,6.420199871,5.179555416
170,-2.904415925,-3.342847308,-1.194155653,3508.246094,38.86880493,1.7270298,1.537035584,0.143252403,835,1.400129557,5.445000172,2.601999998
181,0.668483421,-0.153942943,1.328743855,3274.207031,46.22208023,-0.194770083,3.314805508,0.004062338,764,1.291035056,5.203000069,1.437999964
183,3.939219157,3.919895411,4.6351003649999996,2261.412842,35.1037941,-0.032868199,3.381275177,0.00682124,567,8.393478394,4.632599831,14.93622208
190,1.418961902,1.247048626,1.900257389,2894.475586,41.80629349,-0.322184235,3.631546497,0.011907547,665,3.169958591,5.086999893,7.209555626
191,1.498274406,1.831104847,2.087457021,3073.508789,30.28932571,0.748973072,2.487285376,0.025352331,605,2.978381157,5.160399914,4.582221985
192,0.633134936,-0.72683387,0.860703876,3376.672607,43.17753983,0.742580295,2.689234257,0.014662742,743,1.071341157,6.063399792,1.878888845
195,0.55259948,0.792501398,0.854803992,3139.868652,32.98800278,-0.064117841,5.067705154,0.001432939,713,1.197364807,5.471399784,5.169333458
196,0.337258051,-0.610264144,0.596286212,3362.490967,37.29950714,-0.275953054,3.952446699,0.00729669,839,0.649898291,5.3052001,3.2522223
201,1.076106985,1.348385677,1.22005257,3061.20459,34.80054855,0.299160153,4.959453106,0.002498615,621,2.007420301,5.515200138,4.021111012
203,0.0579439,-0.08641433,0.439580252,3240.54834,38.61832047,-0.170704216,4.400183201,5.31e-4,760,0.80150187,5.102399826,1.612888932
205,0.43046243,0.110756814,1.553515693,3434.308838,42.69128036,0.435001433,2.744756937,0.035410225,731,1.658638358,5.058000088,2.330888987
208,0.509644628,0.531621137,0.883393382,3193.254883,36.79598999,-0.427895695,4.021288872,9.25e-4,739,0.71791172,5.327000141,3.890222311
209,-0.471049753,0.367582309,0.365761052,3111.587646,42.92682266,2.02396512,2.401413918,0.049111944,520,1.62108326,5.409599781,6.234666824
210,0.363586783,0.189561645,0.513440336,3181.240234,39.36452103,-0.223492846,3.978521824,9.76e-4,733,1.230247736,5.504600048,2.110666752
218,-0.109417464,-0.456132397,0.297313884,3215.789063,37.81833267,-0.198906615,3.077309847,0.00245684,771,0.597679853,5.583000183,0.619333327
225,1.323583066,1.67374198,1.24343586,2941.672607,37.32600403,-0.122914255,3.792610884,0.00249104,622,2.383834124,5.09980011,6.399777889
236,1.857136548,0.229356406,1.133074741,3102.12915,39.58666992,-0.309022486,4.703498363,0.004861392,726,0.932806432,5.532599926,3.668888807
294,4.68316253,4.386927128,5.448110104,2348.956543,49.08932877,-0.767715931,3.140247107,0.037281051,458,10.40383339,4.915999889,11.42777824
295,5.25202926,5.724685987,5.630006949,2496.696045,51.41968918,-0.955123603,5.279827118,0.022636412,509,6.566712379,4.761400223,7.610666752
302,5.205650965,5.771248658,6.337876956,2285.438965,47.17787933,0.763444364,2.518927813,0.02270782,460,9.215514183,5.006999969,10.27999973
307,4.849553585,5.341643333,4.914545059,2279.483398,41.15768814,-0.4658795,4.175302029,0.017112395,577,9.668926239,4.931200027,19.61088943
309,3.699584007,2.10672311,3.236701051,2540.071289,42.09659576,-0.91710043,5.931915283,0.022270331,649,8.663728714,5.009399891,4.277999878
313,5.027606964,4.808471918,4.481414239,2261.331543,19.51895905,-0.018280767,10.43574905,0.00203848,628,13.6418705,5.6104002,5.068222046
314,4.520931403,2.786556025,3.879122655,2208.963135,25.09309006,0.122085504,8.669564247,0.002409745,612,9.505898476,4.886199951,7.437333107
316,5.225926717,4.901498397,4.990159512,2195.037354,14.58620262,-0.020109832,7.875319481,0.00113437,604,8.87277317,4.673799992,5.814444542
340,4.002499898,1.502913023,3.127851009,2457.8479,29.53624916,0.004412616,8.661108971,6.96e-4,687,4.251963139,4.94299984,4.920666695
346,5.355793794,4.221303463,5.587787787,2209.636719,28.893749239999998,-0.368677676,4.35777235,0.026898118,594,15.15263367,4.708000183,15.47333336
360,5.271192233,4.935567776,5.032517036,2185.958496,16.44135094,0.089098305,6.082538128,0.001236452,606,7.633425713,4.712600231,5.894666672
364,3.59531792,1.4410083,2.691940188,2469.177002,38.27410889,-0.160745442,3.105165243,0.003363052,664,7.569681168,4.734799862,21.45111084
385,4.080834945,3.587690671,4.962654908,2303.263184,26.94942474,0.203787982,5.403365135,0.007255115,580,13.33826733,4.70359993,9.795999527
395,4.87377882,5.793214321,4.198441823,2314.889648,32.91850281,-0.080007233,3.967734575,0.004213403,570,5.929394245,4.815599918,7.220221996
396,4.800579548,4.703685999,5.241093238,2409.411865,36.15538025,0.012376423,3.98351264,0.005699791,565,11.69913864,4.617599964,9.550444603
398,5.359706561,4.771824916,5.910259247,2534.47998,40.1545105,-0.061163194,4.225973129,7.6e-4,563,9.5581007,4.84980011,19.46977806
400,3.405666351,3.657265067,3.197767337,2642.913574,36.56616592,0.389594674,3.576510429,0.017463904,600,10.31340218,4.957799911,9.549777985
407,4.335712433,4.500643929,4.133577744,2385.421631,28.6655674,0.407085031,3.084563255,0.016820787,587,6.188659191,4.934800148,10.62622261
409,4.981628895,4.797908227,6.653236866,2464.662598,41.76329422,-0.061409507,5.621758461,0.004579318,538,15.53836823,4.659399986,14.04644489
416,4.272801956,4.576108774,4.544854879,2358.034912,37.36094284,0.28160879,4.117574692,0.00323029,573,12.7901659,4.87319994,11.09711075
417,5.327137629,3.433751265,5.753766855,2508.549316,32.0965538,0.022805266,8.50216198,0.004844984,593,8.239369392,5.073200226,7.942666531
418,5.486766974,7.428415616,4.447350661,2298.557373,34.22703934,0.817573428,2.235640049,0.027738098,533,4.189166069,4.868199825,15.95288849
421,4.409820398,2.260321021,4.959211429,2593.154053,31.98199463,-0.108850911,3.607598066,0.002338834,604,8.616636276,4.738800049,7.800889015
431,3.182539066,0.553867713,1.948769788,2677.72168,15.14648151,0.138951823,3.476709127,0.007141756,717,3.215406418,5.168600082,3.615111113
434,3.091701269,0.514393667,2.055911084,2758.996582,18.1879406,-0.100848883,7.107495308,0.006319378,747,1.487853169,5.939799786,3.626666784
437,4.097171307,0.884409895,2.979948481,2659.645508,13.68662167,0.011132812,6.048163891,0.001572321,725,0.536821485,5.122799873,2.157333374
441,2.569199324,0.200058485,1.374905527,2694.95752,14.40095043,0.022801409,4.420680523,0.003603877,722,1.562232018,5.817399979,27.32155609
444,1.287244558,1.749256174,0.827160557,2738.645752,7.432071686,0.027235484,3.714047194,0.017070314,647,8.907674789,4.856599808,3.757333279
447,1.646253149,1.654518197,1.148618209,2924.024902,10.95590019,0.06775029,3.528563499,0.010168538,708,0.611425579,6.767000198,2.794888973
472,3.814953168,1.025667801,2.539986451,2534.064697,13.54077911,0.038834274,10.38693142,0.001565079,689,1.848701119,5.668000221,3.24000001
477,4.204960346,5.568832636,2.987143914,2231.458984,16.14801025,0.650214851,5.622551918,0.024915634,614,2.888473034,5.599199772,4.217555523
480,1.97199897,0.22360621,0.846183685,2916.071777,17.97751617,-0.028989801,6.752785206,3.99e-4,736,0.54935807,5.502399921,2.654444456
490,3.459097385,0.901538146,0.831690093,2544.651367,13.55644226,-0.085144311,9.665358543,0.004444126,712,0.812603056,6.040800095,2.558666706
491,4.076637506,0.897701586,2.224614243,2591.394043,13.75366974,0.050383031,5.226379395,5.87e-4,701,0.791891456,5.272399902,5.128444672
506,2.772711078,0.474460674,1.950921992,2639.873779,11.15869427,-0.185972229,10.78298378,0.010418083,710,2.262522459,5.159399986,2.782444477
510,3.411115249,0.596245866,1.656022777,2597.338867,6.017497063,0.123822697,4.389575958,0.001128116,693,0.819835961,5.982600212,4.920666695
515,4.835034688,4.080262383,4.412527402,2194.778076,1.72459197,0.055288989,7.011596203,3.53e-4,627,2.451254845,5.264999866,18.22266579
516,4.776287874,4.922622323,3.954756339,2216.399414,17.86677742,0.263223737,9.474662781,0.008657507,616,5.887342453,5.043799877,4.057111263
521,4.856471221,4.921841343,3.629860481,2202.259277,3.399549961,0.08161892,4.1674776079999996,0.006347143,621,2.903195143,5.422800064,3.617111206
524,5.022842884,4.906503479,3.946387529,2195.524414,2.202360392,0.090840325,5.676897049,2.7e-4,621,3.18807435,5.527599812,2.473999977
525,4.770118554,4.561346968,3.598452568,2196.020752,2.542148352,0.091108218,6.245945454,3.21e-4,622,2.106475592,5.523200035,5.200666904
546,4.684173902,4.972940524,5.231874863,2315.557617,35.39406586,0.367836624,5.799409866,0.007264811,573,15.86268902,4.915200233,14.45466709
548,5.425596396,6.015763283,6.058948517,2456.208984,38.76486969,0.089433596,5.019373894,0.00187952,578,11.0280447,4.770400047,18.46777725
550,3.639605602,2.650926769,2.305571377,2429.006836,37.77997971,0.036413845,5.610752583,0.001925056,638,14.196064,4.833399773,7.89533329
551,3.983286381,4.550330321,3.664530675,2264.600098,33.66841125,0.899868727,4.328382492,0.007475515,647,7.16751194,4.892000198,8.351555824
555,5.418151379,5.5713075,6.631911437,2392.061768,41.66743469,0.330843836,3.911037683,0.005152899,539,12.78499889,4.883600235,13.55844402
557,4.773238341,3.747852564,5.658021291,2470.923828,44.5125618,-0.253984123,4.327110291,0.015805427,535,8.489643097,4.776400089,24.10311127
564,4.411046505,4.877601624,4.893984079,2224.848389,39.54832458,0.674432158,5.480149269,0.003977821,558,11.75061321,4.651599884,10.36488914
573,4.770302137,3.762240569,5.130189975,2211.884277,35.75345612,-0.153050855,6.592460155,0.003737429,610,11.61137581,4.705800056,8.761111259
574,4.30739522,4.994192044,4.486912807,2244.76709,37.80783844,-0.108770616,6.013717175,0.004818751,596,12.59636497,4.797999859,12.79288864
575,5.372039795,4.396700144,6.547890027,2459.915039,36.48073578,-0.064117715,4.233957767,0.001322171,581,11.5619421,4.880199909,15.42844486
577,4.833900452,5.281482776,5.453805208,2304.660156,32.082923889999996,-0.413893223,4.227968693,0.021681029,577,20.05759621,4.550799847,7.554888725
583,4.634689649,3.998141289,4.962650299,2195.894043,35.78751755,-0.402441412,5.643225193,0.004916091,605,16.73678207,4.39620018,8.436444283
590,4.494446119,5.03652668,3.224633177,2248.116699,35.86927032,-0.121282913,4.135163784,5.02e-4,617,7.567799568,4.822999954,19.09066582
592,4.716764768,5.418887774,5.265081406,2284.396729,42.05142975,1.280285478,3.992976189,0.025277924,518,20.33071136,5.007800102,15.47311115
594,4.733138243,5.989242395,4.866854906,2326.162354,38.37028122,0.308829218,5.747200489,0.002020641,578,20.32209587,4.854599953,7.709555626
602,4.659596602,3.527558168,4.959529003,2318.480469,35.77835083,-0.172981173,5.928585052,0.003902039,610,12.07531929,5.087800026,9.681777954
606,4.505820592,4.003073613,3.833969593,2487.450439,37.59460831,0.047336515,4.443380356,0.001928537,580,7.886885166,4.770599842,9.236888885
608,4.794817607,3.30600361,4.133482377,2372.661865,37.66770172,0.231689453,7.281096935,0.005464526,585,12.66103745,4.825399876,6.397333145
609,4.156728983,3.648561239,4.083882411,2275.588623,36.38805771,-0.503690064,5.873417377,0.00962103,610,16.76898575,5.67539978,16.18000031
618,3.312124173,1.34344392,2.248149673,2626.119629,9.721037865,0.638938427,2.929597616,0.016860677,685,7.511116028,5.215000153,5.025777817
626,4.938575109,2.199722916,4.484133005,2642.41333,24.13476563,0.222133249,4.63632822,0.001416665,674,1.713448882,5.125199795,3.756000042
631,3.026802858,0.746143321,1.94735388,2563.007324,22.56377411,-0.144776478,5.704343319,0.002495145,676,10.97138214,4.751999855,6.733778
632,4.318822543,3.835219502,4.051493565,2442.450439,18.44996262,0.245266199,5.195149899,0.005043447,597,9.380903244,4.673399925,8.356444359
641,4.809434891,2.723301729,4.943490903,2415.257324,9.988713264,-0.118172258,11.13939381,0.003065682,643,14.14866352,5.012800217,31.26311111
645,5.200492223,3.496983488,5.158181429,2671.554199,35.75666428,-0.090947986,3.033997059,2.46e-4,603,2.477651358,5.348199844,8.118888855
648,4.967117627,2.527933031,5.751750946,2487.467773,24.90820694,0.215078488,2.969329834,0.002623834,638,9.031420708,4.554999828,12.07444477
657,4.596114318,1.845224033,4.685881933,2563.816162,15.96533775,-0.257092267,5.446516991,0.003640909,615,6.547254086,4.69659996,4.366444588
663,4.621902943,3.447770943,4.204143365,2538.647461,31.37961197,0.214216217,4.216448307,0.003542391,600,6.924505234,4.903999805,8.618222237
672,5.054331144,4.839778662,4.303503911,2363.302246,24.5196991,0.404561996,9.290984154,0.007230089,579,8.989592552,5.465600014,5.726222038
679,4.794315338,3.404315005,3.606256247,2418.522949,26.05583382,0.121185616,5.09982729,0.002646324,636,5.141617298,5.281199932,2.047777891
683,2.855140209,4.312660535,2.855365237,2530.823242,39.96315002,1.217207789,2.996920109,0.018835723,580,5.880868912,4.986999989,7.056222439
684,3.923286517,3.703920603,4.443910917,2248.077637,28.88924408,1.821408391,3.853222847,0.080987208,514,17.42780495,4.488599777,23.32444382
690,4.171902418,5.007738908,4.334064007,2342.445557,36.51350784,-0.118624493,2.517670631,0.024931083,553,6.220928669,4.783199787,11.43133354
691,3.902177652,4.511051178,4.114560763,2492.584961,35.47067261,0.988201678,4.201387882,0.053024314,562,5.948719501,5.291600227,13.37866688
696,1.800183217,2.254499833,1.996733328,2849.311768,35.07133102,0.434523284,6.968695641,0.010479612,582,5.247190475,4.889800072,6.664666653
697,4.452205737,3.731424332,5.003449837,2866.533691,43.65592957,0.809233963,2.79358077,0.025136357,566,9.006662369,4.715799809,12.89977741
698,2.676965872,4.036845207,2.66442279,2811.627441,30.03738403,1.081334591,5.952336788,0.013509768,574,5.716396332,5.008600235,6.556222439
699,1.656006614,1.373073972,0.98677896,2658.863281,35.212677,0.974100471,2.864124298,0.036893368,633,1.484471202,5.685200214,4.078888893
705,4.48394235,5.793056011,4.732895692,2380.399902,38.56329346,1.536308646,3.204334259,0.031859048,541,15.27462769,4.433599949,12.36266708
706,5.430451075,5.360706011,6.241364956,2434.22168,32.0886879,1.403221607,1.936687469,0.098866343,575,12.14042759,4.685599804,14.12866688
710,3.161614418,2.613590211,2.983985345,2723.312744,32.69142532,0.621745527,2.705163479,0.027727325,595,8.616644859,4.753799915,10.67222214
717,4.592997551,7.098027388,4.721169869,2353.685059,47.6153717,1.935454607,1.305400252,0.145199791,427,25.11445236,4.520199776,7.78399992
718,4.421936671,3.39826115,5.212200483,2258.085449,25.33752823,0.073396266,5.777477264,4.07e-4,603,9.94305706,5.040400028,14.8077774
721,1.046874799,-0.299644931,2.02172335,3421.876221,45.39609146,-0.237571493,2.704552889,0.002781661,733,1.46305263,5.263199806,1.312666655
722,4.493830522,7.425248146,4.650606553,2358.727051,32.47858429,2.361342669,1.458216786,0.16718629,510,12.315736770000001,5.092599869,5.935555458
735,4.223422766,3.055657903,4.057736397,2852.79248,33.96168137,0.004579596,5.613549709,5.74e-4,617,5.070009232,4.881400108,10.26666641
736,5.405202389,5.108679295,5.971736431,2285.528809,31.33143616,0.35702908,5.097300529,0.006778625,539,13.1783514,4.440400124,27.61622238
738,4.562369347,4.53103598,4.475373745,2460.803955,50.89209747,-2.737330437,5.587314129,0.08588063,617,7.832798004,5.039400101,13.84244442
740,4.822781086,4.432341099,4.353817542,2138.032471,4.261062622,-0.092754871,6.185688496,0.002298614,646,4.780556202,5.026400089,9.56799984
743,4.460684141,3.237238169,3.866219521,2408.448486,22.51534462,0.059223451,5.67952776,0.012831042,635,12.79134369,4.80340004,8.903111458
748,4.0686752,3.627839526,3.750359853,2894.023193,33.06704712,0.044507377,5.758933067,7.2e-4,619,3.721030474,5.049799919,6.591777802
751,3.733687321,1.479163319,3.151622772,2812.23877,35.43231964,-0.247160852,6.252724648,0.001117285,682,3.836257219,5.049799919,7.692666531
761,3.80781134,1.657800173,4.546458165,2880.062744,43.69379425,0.388330549,2.792775631,0.009566031,667,4.77837944,4.980800152,10.31799984
763,3.343937794,1.382605632,2.615033229,2844.355957,32.33197784,-0.125375077,5.678465843,0.001260016,694,3.799487829,5.057799816,7.742888927
765,3.816740274,2.387538056,3.21062247,2763.662598,31.61893654,0.010386284,6.644441605,0.00142471,665,4.953363419,4.922999859,9.956222534
778,3.7525208,2.566588153,3.901244005,2837.095947,39.89286423,0.235089704,5.423913002,0.006034569,602,11.45747566,4.754799843,9.732222557
780,5.020847638,3.837150057,4.90087986,2663.584961,34.37562561,0.074003547,5.80024004,0.005167902,572,8.2514286040000009,4.689400196,6.627777576
790,4.546582699,2.892801126,3.534244458,2881.716553,36.34577179,-0.0105136,6.021628857,0.001599862,661,4.022889137,5.091400146,8.992666245
799,3.891297738,1.519733881,3.455228885,2772.63916,33.25431442,-0.303610265,6.813828945,0.00197512,689,3.489639282,5.057400227,10.17933369
814,4.812360287,4.340709567,4.853863955,2628.847412,32.43979263,0.122480467,6.233370781,0.00125758,608,7.917361736,4.89659977,7.580888748
816,4.994895935,2.546003352,5.367569923,2666.280762,32.9175148,-0.010917969,4.240689754,2.88e-4,654,3.115431309,5.26639986,5.619777679
817,2.117479205,0.378333728,1.467119028,2531.232666,46.74357986,-0.638060272,5.814292908,0.031359363,660,2.054977417,5.387800217,4.339333534
828,1.89944315,1.183428357,0.912216277,2668.814941,34.73366928,0.603842974,3.230091095,0.012793152,639,2.847532511,5.070799828,6.241555691
829,2.430432359,0.163213011,1.439354559,2569.254883,28.34940338,-0.142226562,7.868263721,0.033686776,708,8.014920235,4.769000053,8.168889046
832,2.338014166,0.298655726,0.643914803,2624.571289,30.07528305,0.257089108,7.093857765,0.007914704,731,0.922491193,5.553199768,16.32066727
836,2.129474481,0.256892934,0.463043819,2557.984619,37.52082062,-0.048346356,6.39463377,9.74e-4,729,1.440925241,5.915800095,3.788222313
851,3.555182377,1.030493543,2.718859434,2466.44458,31.52448273,0.006668837,6.255574226,0.001309305,665,2.471008778,4.974999905,4.386888981
858,3.741530418,2.931229313,2.895736416,2391.964355,38.13449478,0.183259189,6.821251869,0.008873274,624,4.891366005,5.344200134,9.908222198
859,3.840552807,1.975569834,2.592666467,2413.804688,30.89559364,0.118362874,7.64232111,0.01199701,645,2.18276906,5.583600044,5.494222164
861,4.249853373,2.980555723,3.624006271,2553.256836,32.32401276,-0.076637127,6.162476063,0.00522637,623,11.58459663,4.748799801,6.209777832
863,2.864017646,0.367912773,1.386947334,2512.03418,27.10055161,-0.108793885,6.426511288,0.001111939,700,2.132952452,5.252600193,2.79622221
871,2.250896215,0.863966589,1.536303302,2485.213135,32.90829086,0.120355181,4.90984869,8.71e-4,798,2.490871191,5.309800148,5.710666656
878,-1.026625425,-2.488579392,-0.736277244,3274.409424,48.92683411,-0.186170787,2.201381922,0.010691841,740,2.668574572,5.137599945,3.072222233
879,5.358352979,5.333296299,6.131826878,2162.697754,35.68069458,-0.169978306,5.128262997,0.004780896,566,10.32557201,4.384399891,10.30644417
902,4.427481492,2.858437677,4.369861205,2733.757813,39.36513519,0.036378037,2.425672531,0.004808491,618,2.331220388,5.415999889,8.382444382
903,4.732042948,2.642226279,4.039269924,2654.002441,37.42547607,0.215404972,2.776794195,0.008990109,598,2.665404558,6.407400131,5.368666649
906,2.530110836,4.06310455,2.204676588,2737.146973,4.228878498,1.022264123,3.602108717,0.030661432,566,10.97416306,4.668200016,7.193555355
907,3.627960364,2.110851283,2.367338896,2496.838867,23.06410217,0.434486032,2.730530739,0.008538135,661,2.036208868,5.401800156,4.739555359
909,5.045573711,4.048071305,4.568187396,2700.537842,36.24075317,0.026062042,3.113226652,0.001066016,583,2.10577631,5.3604002,8.950444221
922,3.086814642,0.931499908,1.787637254,2671.384766,21.39902115,0.232677951,3.389896631,0.001956773,683,2.32942605,5.586400032,4.537333488
924,2.511145115,2.826765835,2.22084252,2745.57959,6.45578146,0.433095574,3.147069216,0.00858205,622,7.75148201,5.437600136,5.514222145
926,3.721897682,3.168868118,3.456015348,2707.022461,22.5944767,0.508405685,3.575564861,0.008852708,591,8.707092285,4.8800001140000004,6.227777958
932,3.535167853,1.200558773,2.61334614,2726.724609,19.81387711,0.067672528,3.766555309,0.006095776,668,1.847075224,5.720799923,8.586667061
934,1.800987124,0.104615662,0.863776239,2726.370605,21.77623558,-0.185194224,3.968015671,0.01343409,717,2.693224907,5.175600052,4.225777626
935,2.624400377,1.474066608,1.319242517,2715.048096,33.69415665,0.03366898,3.243956804,1.24e-4,691,1.55305028,5.501399994,4.806000233
936,3.588769992,2.58818602,3.095545769,2688.204346,29.44753265,0.034017652,3.617038727,0.002960739,634,5.790770054,4.942200184,6.536889076
955,3.734101295,3.610981146,2.958368421,2408.825195,31.59644699,0.432578355,6.091181755,0.012105163,581,8.497303963,4.714000225,9.713777542
956,2.795624812,0.405525943,1.237718811,2518.506836,36.67821884,-0.618478,5.074329376,0.006230237,701,1.227475286,5.375800133,7.571777821
958,2.975969235,0.756121704,1.889242431,2639.097412,24.73007202,-0.9358145,8.809519768,0.066628084,686,3.060487032,5.132199764,4.209555626
959,3.752263228,3.095601161,3.234247565,2387.094727,37.72666931,-0.009621793,3.080624104,0.003866255,601,10.69871902,4.41079998,18.20977783
961,3.678311268,1.452943722,2.23808072,2426.241943,34.11227036,-0.254799128,4.272316456,0.014575238,650,5.68608427,4.859000206,14.19733334
963,3.71967268,3.1180499,3.751547178,2330.878174,35.18109512,-0.104078658,6.461950302,0.017592641,613,14.98847675,4.803800106,8.132444382
969,3.1825729210000002,1.518919945,1.878892024,2488.507568,35.418396,-0.352184594,5.687342167,0.002485932,675,1.975367665,5.092999935,12.89111137
